record - leader,001,008,035,040,System Control Number,245,Title Information,260,"$a - Place of publication, distribution",$b - Name of publisher,"$c - Date of publication, distribution",310,Current Publication Frequency 1,336,337,338,653,650,710,Corporate Name / Entity of the owner,264,996,998,500,856,247,580,775,300,490,700,773,991,022,250,981,692,246,900,505,210,340,982,321,130,041,655,546,983,966,110,665,711
,,,,,,,613073576,,,,,,,,,,,,,"Othmechelen-brussel, Aartsbisdom. Diocesane Dienst Voor De Missiepastoraal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Othmechelen-brussel. Pauselijke Missiewerken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00755nas  2200241u  4500,9910063950101480,881209d19762015be mr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001006395LBS01-Aleph^$ $ $a2774448^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9910063950101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,"BeLVLBS, Language of cataloging varies, RDA based",^$0$0$aLeven$ $ $bmaandelijks kontaktblad.,Leven,,,,,^$ $ $aMonthly,Monthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $abasisgemeenschappen$ $ $6(ODIS-TW)215,^$2$ $aFranciscusgemeenschap Ieper$ $ $4oth,Franciscusgemeenschap Ieper,^$ $1$c1976-2015^$ $1$aIeper$ $ $bFranciscus-huyze$ $ $31976-2015.,^$ $ $aKADOC$ $ $bphysical$ $ $c201504$ $ $9local,,^$ $ $aPublicatie stopgezet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Maandelijks Kontaktblad,,,,,,,,,,,,,Oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00697nas  2200229u  4500,9910064130101480,881209d19761987be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001006413LBS01-Aleph^$ $ $a2774521^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9910064130101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,"BeLVLBS, Language of cataloging varies, RDA based","^$0$0$aFranciscus, herstel mijn huis.","Franciscus, Herstel Mijn Huis",^$ $ $aTielt$ $ $bMinderbroeders$ $ $c1976-1987,Arrondissement of Tielt,Minderbroeders,[1976]-[1987],^$ $ $aBimonthly,Bimonthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $7$2KUL$ $ $a#GGSB: Geestelijke lezing(rood)^$ $7$2KUL$ $ $a#GGSB: Heiligen,^$2$ $aMinderbroeders$ $ $4oth,Minderbroeders,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ak,,,,,,^$ $ $a82 p.: ill.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00763nas  2200229u  4500,9910064180101480,881209q19762010be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001006418LBS01-Aleph^$ $ $a2774559^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9910064180101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,"BeLVLBS, Language of cataloging varies, RDA based",^$0$0$aMissieprokuur SCJ. Kontakt.,Missieprokuur Scj. Kontakt,^$ $ $aBrussel$ $ $bMissieprokuur SCJ - Priesters van het Heilig Hart$ $ $c1976-[2010],City of Brussels,Missieprokuur SCJ - Priesters van het Heilig Hart,[1976]-[2010],^$ $ $aQuarterly,Quarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $7$2KADOC$ $ $aC2$ $ $xReligieuze instituten$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $amissie$ $ $6(ODIS-TW)1319,^$2$ $aPriesters van het Heilig Hart$ $ $4oth,Priesters Van Het Heilig Hart,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00619nas  2200193u  4500,9910174640101480,890130d19791990be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001017464LBS01-Aleph^$ $ $a2818210^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9910174640101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,"BeLVLBS, Language of cataloging varies, RDA based",^$0$0$aVKM Limburg. Bestuursblad.,Vkm Limburg. Bestuursblad,^$ $ $aHasselt$ $ $bVKM. Limburg$ $ $c1979-1990,Hasselt,VKM. Limburg,[1979]-[1990],^$ $ $aBimonthly,Bimonthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,^$2$ $aVerbond van Kristelijke Mutualiteiten van Limburg$ $ $cHasselt$ $ $4oth,Verbond Van Kristelijke Mutualiteiten Van Limburg,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Hasselt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00586nas  2200193u  4500,9910193290101480,890206d19771994be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001019329LBS01-Aleph^$ $ $a2825359^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9910193290101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,"BeLVLBS, Language of cataloging varies, RDA based",^$0$0$aEcho : tweemaandelijks Milac-blad voor Brabant.,Echo : Tweemaandelijks Milac-blad Voor Brabant,^$ $ $aAsse$ $ $bMilac$ $ $c1977-1994,Assen,Milac,[1977]-[1994],^$ $ $aBimonthly,Bimonthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,^$2$ $aMilac. Brabant$ $ $4oth,Milac. Brabant,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00560nas  2200193u  4500,9910210140101480,890206d19771994be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001021014LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9910210140101471$ $ $bLanguage of cataloging varies$ $ $erda based,,,^$0$0$aPueblo$ $ $bover kerk en basiswerk in Latijns-Amerika.,Pueblo,^$ $ $c1979-1984^$ $ $aAntwerpen$ $ $bSAGO.,Province of Antwerp,SAGO.,[1979]-[1984],^$ $ $aBimonthly,Bimonthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,^$2$ $aSAGO$ $ $4oth,Sago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Over Kerk En Basiswerk In Latijns-amerika,,,,,,,,,,,,,Oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00649nas  2200205u  4500,9910211000101480,890206d19771994be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001021100LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9910211000101471$ $ $bLanguage of cataloging varies$ $ $erda based,,,^$0$0$aChristen forum.,Christen Forum,^$ $ $aGent$ $ $bChristen forum$ $ $c1978-2003,Ghent,Christen forum,[1978]-[2003],^$ $ $aQuarterly,Quarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $abasisgemeenschappen$ $ $6(ODIS-TW)215,^$2$ $aChristen forum. Stuurgroep$ $ $4oth,Christen Forum. Stuurgroep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00774nas  2200217u  4500,9910211040101480,890210d19772003be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001021104LBS01-Aleph^$ $ $a2832932^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9910211040101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,"BeLVLBS, Language of cataloging varies, RDA based",^$0$0$aIk geef u een nieuw hart : driemaandelijks tijdschrift voor levensverdieping en religieuze bezieling.,Ik Geef U Een Nieuw Hart : Driemaandelijks Tijdschrift Voor Levensverdieping En Religieuze Bezieling,^$ $ $aLoppem$ $ $bPriesters van het Heilig Hart$ $ $c1977-2003,Loppem,Priesters van het Heilig Hart,[1977]-[2003],^$ $ $aQuarterly,Quarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT),^$2$ $aPriesters van het Heilig Hart$ $ $4oth,Priesters Van Het Heilig Hart,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ak,,,,^$ $ $aVoortgezet als: Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00773nas  2200229u  4500,9910211100101480,890210c19789999be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001021110LBS01-Aleph^$ $ $a2832949^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9910211100101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,"BeLVLBS, Language of cataloging varies, RDA based",^$0$0$aRonduit.,Ronduit,^$ $ $aAverbode$ $ $bHuize Levensruimte$ $ $c1978-,Averbode,Huize Levensruimte,[1978]-?,^$ $ $aQuarterly,Quarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $asociaal beleid$ $ $6(ODIS-TW)1835,^$2$ $aHuize Levensruimte Averbode$ $ $4oth,Huize Levensruimte Averbode,,^$ $ $aKADOC$ $ $bphysical$ $ $c201503$ $ $9local,,,,,,^$1$8$w(BeLVLBS)001404949LBS01-Aleph$ $ $tVan huize uit...$ $ $4780,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00591nas  2200205u  4500,9910214470101480,890213q19761997be mr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001021447LBS01-Aleph^$ $ $a2834271^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9910214470101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,"BeLVLBS, Language of cataloging varies, RDA based",^$0$0$aEmek.,Emek,^$ $ $aBrussel$ $ $bACV. Turkse sectie$ $ $c1976-1997,City of Brussels,ACV. Turkse sectie,[1976]-[1997],^$ $ $aMonthly,Monthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,^$2$ $aACV. Turkse sectie$ $ $4oth,Acv. Turkse Sectie,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ak,^$ $ $aNieuwe reeks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00800nas  2200253u  4500,9910214590101480,890213d19782014be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001021459LBS01-Aleph^$ $ $a2834310^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9910214590101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,"BeLVLBS, Language of cataloging varies, RDA based",^$0$0$aMariale priesterbeweging.,Mariale Priesterbeweging,,,,,^$ $ $aQuarterly,Quarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT),^$2$ $aMariale priesterbeweging$ $ $4oth^$2$ $aMinderbroeders$ $ $4oth,Mariale Priesterbeweging,^$ $1$c1978-2014^$ $1$aSint-Truiden$ $ $bMariale Priesterbeweging$ $ $31978-2014,^$ $ $aKADOC$ $ $bphysical$ $ $c202010$ $ $9local,,^$ $ $aVoorlopig stopgezet,,,,,,,,^$1$8$w(BeLVLBS)000099822LBS01-Aleph$ $ $gno:KUL572535,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Othminderbroeders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00594nas  2200193u  4500,9910215260101480,890213q19791986be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001021526LBS01-Aleph^$ $ $a2834531^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9910215260101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,"BeLVLBS, Language of cataloging varies, RDA based",^$0$0$aArchief$ $ $bInformatieblad.,Archief,^$ $ $aLeuven$ $ $bNationaal scoutsarchief$ $ $c1979-[1986],Arrondissement of Leuven,Nationaal scoutsarchief,[1979]-[1986],^$ $ $aQuarterly,Quarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,^$2$ $aNationaal scoutsarchief$ $ $4oth,Nationaal Scoutsarchief,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Informatieblad,,,,,,,,,,,,,Oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00691nas  2200241u  4500,9910216340101480,890213d19771990be mr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001021634LBS01-Aleph^$ $ $a2834883^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9910216340101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,"BeLVLBS, Language of cataloging varies, RDA based",^$0$0$aKijk-op.,Kijk-op,,,,,^$ $ $aMonthly,Monthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,^$2$ $aKajottersbeweging$ $ $4oth,Kajottersbeweging,^$ $1$c1977-1990^$ $1$aMerchtem$ $ $bKajottersbeweging$ $ $31977-1990.,^$ $ $aKADOC$ $ $bphysical$ $ $c202001$ $ $9local,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ak,,,^$1$0$a?$ $ $g1977,^$ $ $aVoortgezet als: Opzie^$ $ $aMet bijlage: Klaver 4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00579nas  2200193u  4500,9910241420101480,890213d19771990be mr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001024142LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9910241420101471$ $ $bLanguage of cataloging varies$ $ $erda based,,,^$0$0$aWoord van leven.,Woord Van Leven,^$ $ $aBrussel$ $ $bNieuwe stad$ $ $c1978-,City of Brussels,Nieuwe stad,[1978]-?,^$ $ $aMonthly,Monthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT),,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00551nas  2200181u  4500,9910261480101480,890224d19772002be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001026148LBS01-Aleph^$ $ $a2850919^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9910261480101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,"BeLVLBS, Language of cataloging varies, RDA based",^$0$0$aBo(h)nenschakel.,Bo(h)nenschakel,^$ $ $aKortrijk$ $ $bFonds Bonen voor Bohnen$ $ $c1977-2002,Kortrijk,Fonds Bonen voor Bohnen,[1977]-[2002],^$ $ $aQuarterly,Quarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,^$2$ $aBovijnfonds : Bonen voor Bohnen$ $ $4oth,Bovijnfonds : Bonen Voor Bohnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00736nas  2200241u  4500,9910266920101480,890227d19791986be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001026692LBS01-Aleph^$ $ $a2852788^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9910266920101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,"BeLVLBS, Language of cataloging varies, RDA based",^$0$0$aAntenne.,Antenne,^$ $ $c1979-1986^$ $ $aHasselt$ $ $bPIC.,Hasselt,PIC.,[1979]-[1986],^$ $ $aQuarterly,Quarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,^$2$ $aPIC$ $ $cHasselt$ $ $4oth,Pic,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ak,,,^$1$0$aHet kan als je 13 14 15 bent$ $ $g1979-[1981],,^$1$8$w(BeLVLBS)000688634LBS01-Aleph$ $ $tSamen : maandblad bisdom Hasselt.$ $ $478504,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Hasselt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00758nas  2200217u  4500,9910285960101480,890303d19789999be tr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001028596LBS01-Aleph^$ $ $a2859980^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9910285960101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,"BeLVLBS, Language of cataloging varies, RDA based",^$0$0$aOpen-deur-krant.,Open-deur-krant,^$ $ $aBrussel$ $ $bKSA-VKSJ$ $ $c1978-?,City of Brussels,KSA-VKSJ,[1978]-?,^$ $ $aThree times a year,Three Times A Year,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,"^$2$ $aKSA-VKSJ,$ $ $cBrussel$ $ $4oth",Ksa-vksj,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ak,,,,^$ $ $aSupplement op: Inpikker (enkel voor 1978),,,,,^$1$8$w(BeLVLBS)001006421LBS01-Aleph$ $ $tInpikker : maandelijks tijdschrift voor de begeleiding van VKSJ en KSA (KSJ)$ $ $4773,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Brussel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00643nas  2200205u  4500,9910290560101480,890306q19781987be zr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001029056LBS01-Aleph^$ $ $a2861824^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9910290560101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,"BeLVLBS, Language of cataloging varies, RDA based",^$0$0$aAf en toeter(tje): berichtenblad voor provinciale medewerk(st)ers.,Af En Toeter(tje): Berichtenblad Voor Provinciale Medewerk(st)ers,^$ $ $aLeuven$ $ $bKSA-VKSJ$ $ $c1978-[1987],Arrondissement of Leuven,KSA-VKSJ,[1978]-[1987],^$ $ $aIrregular,Irregular,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,^$2$ $aKSA-VKSJ. Brabant$ $ $4oth,Ksa-vksj. Brabant,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00688nas  2200217u  4500,9910290650101480,890306q19772015be mr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001029065LBS01-Aleph^$ $ $a2861859^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9910290650101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,"BeLVLBS, Language of cataloging varies, RDA based",^$0$0$aInfo-Jebron.,Info-jebron,^$ $ $aAalst$ $ $bJebron. Jeugdpastoraal centrum$ $ $c1977-[2015],Aalst,Jebron. Jeugdpastoraal centrum,[1977]-[2015],^$ $ $aMonthly,Monthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $abasisgemeenschappen$ $ $6(ODIS-TW)215,^$2$ $aJebron-jeugdpastoraal Aalst$ $ $4oth,Jebron-jeugdpastoraal Aalst,,^$ $ $aKADOC$ $ $bphysical$ $ $c201507$ $ $9local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00712nas  2200205u  4500,9910310220101480,890310d19791986be mr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001031022LBS01-Aleph^$ $ $a2869496^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9910310220101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,"BeLVLBS, Language of cataloging varies, RDA based",^$0$0$aScoutskrant : bewegingsnieuws uit binnen- en buitenland van ons en jou uit.,Scoutskrant : Bewegingsnieuws Uit Binnen- En Buitenland Van Ons En Jou Uit,^$ $ $aBrussel$ $ $bVVKSM$ $ $c1979-1986,City of Brussels,VVKSM,[1979]-[1986],^$ $ $aMonthly$ $ $bverschijnt ongeveert 9 x per jaar,Monthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,^$2$ $aVVKSM.$ $ $4oth,Vvksm.,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ak,^$ $ $aJg. 1 en 2 zijn volledig geintegreerd in Over en weer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Verschijnt Ongeveert 9 X Per Jaar,,,,,,,Oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00834nas  2200241u  4500,9910310360101480,890310d19761978be tr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001031036LBS01-Aleph^$ $ $a2869538^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9910310360101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,"BeLVLBS, Language of cataloging varies, RDA based",^$0$0$aGouw-klapkrant.,Gouw-klapkrant,^$ $ $aGent$ $ $bVKSJ-KSA. Oost-Vlaanderen$ $ $c1976-1978,Ghent,KSA Oost-Vlaanderen,[1976]-[1978],^$ $ $aThree times a year,Three Times A Year,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,^$2$ $aVKSJ-KSA. Oost-Vlaanderen$ $ $4oth,KSA Oost-Vlaanderen,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ak,,,,^$ $ $aSamensmelting van: Gouwkrantje en 't Klapkrantje^$ $ $aVoortgezet als: Nieuwsbrief,^$1$8$w(BeLVLBS)001218438LBS01-Aleph$ $ $tGouwkrantje$ $ $4780^$1$8$w(BeLVLBS)001218459LBS01-Aleph$ $ $t't Klapkrantje$ $ $4780,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00598nas  2200205u  4500,9910310730101480,890310q19782001be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001031073LBS01-Aleph^$ $ $a2869677^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9910310730101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,"BeLVLBS, Language of cataloging varies, RDA based",^$0$4$aHet egeltje.,Het Egeltje,^$ $ $aMerksem$ $ $bCVP-jongeren$ $ $c1978-[2001],Merksem,CVP-jongeren,[1978]-[2001],^$ $ $aQuarterly,Quarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,^$2$ $aCVP-jongeren. Merksem$ $ $4oth,Cvp-jongeren. Merksem,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
